binary,multiclass,spanish_translation
Not Hope,Sarcasm,"Bueno, el anticristo va a venir y hacer a cualquier verdadero creyente un hereje de cualquier manera, así que ¿qué me preocupa? Conocía los riesgos antes de aceptar el trabajo. :-)"
Not Hope,Sarcasm,"Cuando su entrega de @Apple es robada por un conductor de correo del Reino Unido y la policía sabe quién es, pero todavía no me toman en serio"
Hope,Sarcasm,"Mientras tanto, klalifornia está defaulting en su deuda y dinero que han prestado. sliiiiick, yo diría que usted tiene menos de un .oo1 posibilidad de tener electricidad para ejecutar el árbol de Navidad este año ya que no se puede pagar las facturas. también parece un montón de empleados estatales con permiso incluyendo policías, o especialmente bomberos y hospitales. usted propone grandes maravillas y pepinos pequeños en planes de toma de armas inconstitucional así que justo cómo vas a trabajar estos espejos? usted espera que santa va a llenar su media? usted gente no puede manejar papel higiénico y usted quiere instituir una infracción multimillonario de dólares. emoticonxgood colgar en allí, santuario y socialismo van de la mano pero parece que el suministro de drogas se va a secar y la realidad es un real ****! emoticonxkill"
Not Hope,Sarcasm,"usted tiene algunos puntos buenos pero un montón de tonterías también pero se olvidó de decir por qué usted siente que????? ¿por qué se olvidó y simplemente ir para el insulto??? demasiado tonto! conservadores siempre han sido muy abiertos sobre sus desacuerdos con rand, pero muchos también la bienvenida como un aliado muy poderoso contra el liberalismo. No me sorprende que usted no sabía que qué falta????????? ¿qué hipocresía??????? ¿por supuesto que sí. muchos países no aceptan inmigrantes, es una gran agitación personal para hacerlo, y la mayoría de los países serán más liberales que los EE.UU... ciertamente esa es una opción más sensata que la gente utilizaría cuando sea posible. ¿qué????????????????"
Not Hope,Sarcasm,WOO HOO.Así que la principal industria de entretenimiento stream que nos trajo tanto talento como Brittney Spears no considera esta película los gatos miau? WEE HA - razón de más para verlo.
Hope,Sarcasm,Tal vez lo quería de una fuente que valió la pena mirar
Hope,Sarcasm,"saludos? estos días aquí alrededor, que son estos foros de Internet los carteles abundantemente existentes, robots de la naturaleza están dentro. sólo temprano hoy forma deliberator notas sobre estland! pocos pueden estar interesados en ella, poco los carteles aquí en tales marchas. habló de que sobre el país, de nuevo en tremendo fascismo desciende y pide a la gente de la consideración comprensiva para resistirlo. por lo que el excedente, que, hinchado alto vuelo largo ojo se quema a través, es típico de su clase, sin dirección de la delimitación y la pequeña dirección. Espero que usted ha disfrutado de esto de su pequeño lenguaje en la respuesta de mejilla, sin embargo, que la gran cantidad de elogio por esta prosa extraordinario debe ir babelfish!"
Not Hope,Sarcasm,"Bueno, entonces, ¿por qué los médicos están probando 2 también las células embiónicas? ¿cuál es su razón entonces? no sabemos, porque los médicos pueden no querer que todo lo que están haciendo esté en la primera página de cada periódico. tienen sus razones para sus acciones, y simplemente no quieren que la gente como usted sepa acerca de ellos. o... ya tienen sus razones publicadas y todo y usted es sólo 2 de mente cerrada 2 tomar la información en."
Not Hope,Sarcasm,"¿No es gracioso que la gente que dice que invariablemente quiere un gobierno más grande? btw adam smith, alias 'miguel sanchez', es un prominente economista mexicano de libre mercado y líder espiritual del movimiento de orgullo latino, con presuntos vínculos con el contrabando de personas y las operaciones de tráfico de drogas a lo largo de la frontera californiana. su magnum opus la riqueza de mexicanos detalla un complot insidioso para derribar la igualdad racial a través de los principios del libre mercado, estabilizando un milenio de dominio mexicano de todo el espectro de los sistemas financieros, legales e industriales americanos. la única barrera a su malvado complot? estadounidenses patrióticos que entienden los beneficios del control gubernamental en todos los aspectos de sus vidas. Estoy sorprendido de que alguien tan educado en una variedad tan diversa de temas como usted no ha llegado a través de él."
Not Hope,Sarcasm,"Sí, ok, mantente al día con tu teoría ""Creacionista"" y me apegaré a mi idea mucho más creíble de ""Evolución"". ¡Mantenga su religión fuera de MI Gobierno!"
Not Hope,Sarcasm,"Debo decir, eres un adicto bastante espeluznante. Pareces bastante peligroso cuando estás drogado, especialmente ya que crees que todo es una buena idea. ¿Y por qué querrías su alma? emoticonXConfundido ¿Estás en un culto? ¿Es por eso que te colocas? Puedo ver por qué los maestros tendrían que ir a la escuela de actitud después de conocerte. Ellos podrían necesitar algo de ayuda, así como tú. Y por lo contrario a tu lado tema, creo que soy bastante diferente que tú."
Not Hope,Sarcasm,"Ah, ahórrame la condena ya ' XXXX-hard. No estás interesado en salvar almas. Si lo estuvieras, te molestarías en haber prestado atención a las innumerables veces que te han dicho que tus tácticas abrasivas e insultantes NO TRABAJAN. ¿Además de una eternidad en el infierno o una eternidad con un Dios terrorista? Creo que me quedaré con poder vivir conmigo mismo por hoy, y mucho menos una eternidad."
Not Hope,Sarcasm,"¿Qué pasa con todos los óvulos que no fueron fertilizados?! Simplemente desperdiciados, completamente desperdiciados y olvidados! LA HUMANIDAD! OH DIOS!!!"
Not Hope,Sarcasm,"Sin embargo, puede pagar la manutención si lo atrapan."
Not Hope,Sarcasm,"¿Quién sabía que toda la teoría de la evolución podría ser destruida en un cómic de 2 páginas? Supongo que cuando se trata de Creacionista y medias verdades, el lema del KISS es mejor."
Hope,Sarcasm,Una manera perfecta de acabar con un @SunCountryAir deley de 2+ horas: quedarse atascado en el tarmack en @mspairport esperando para ir a una puerta durante casi una hora
Not Hope,Sarcasm,"Estoy de acuerdo, que descanse en paz. Sin embargo... ¡esto me disgusta! ¿Cómo puedes decir que sus buenas acciones superan sus sentimientos anti-gay? Podría repartir dinero y comida a los pobres y sin hogar, curar el cáncer, inventar la bombilla más duradera, y correr por ahí gritando insultos raciales a los negros mientras luchan por quitarles sus derechos. pero oye, al menos el bien que hice supera la última parte derecha? no es como si yo fuera el gran dragón del klan derecho? seguro, intolerancia y fanatismo están bien siempre y cuando hagas cosas buenas para superarlos. emoticonxrolleyes ciertamente no estoy tratando de escupir en su tumba... pero 5 buenos actos no borran 1 mal acto. oppression contra nadie no es un valor cristiano... o por lo que he oído."
Not Hope,Sarcasm,"¡Vaya, es casi como si no durmiéramos todos los días exactamente al mismo tiempo! ¡Vaya, cómo me atrevo a hacer lo que hacemos todos los días!"
Not Hope,Sarcasm,"Y negarse a donar tus recursos es matar, así que he matado a alguien al no donar mi sangre, etc."
Not Hope,Sarcasm,"Proyección, otra vez... me sorprende que no puedas reconocer la cantidad que lo haces..."
Hope,Sarcasm,"Sí, eso sería fantástico si volvieran... y mataran a decenas de millones de personas más. ¡Eso sería fantástico!!!! Gracias por eso... sólo porque ;)"
Not Hope,Sarcasm,Y estoy bastante seguro por tu nombre de pantalla y la forma en que escribiste tu OP que ya habías tomado una decisión antes de hacer tu primer post.
Not Hope,Sarcasm,¿Nacer de nuevo? Perdón por hacerlo bien la primera vez. ;)
Not Hope,Sarcasm,"No, estás publicando tu propio BS.. y haciendo que parezcas más estúpido de lo que eres.. si eso es posible... emoticonXCryemoticonXCryemoticonXCryemoticonXCryemoticonXCryemoticonXCry ¿Cómo está tu tío EZ?. no lo he visto hoy... emoticonXKill"
Not Hope,Sarcasm,"Se le pidió que nos diera su explicación de la evolución. Hasta ahora usted acaba de regurgitar argumentos creacionistas en su contra, sin mostrar que usted realmente entiende lo que usted está discutiendo en contra. Pero en lugar de tratar de responder a la pregunta que se le hizo, usted acaba de escupir algunas más citas. Lo menos que podría haber hecho fue utilizar citas que explicaron la evolución como usted lo percibía, pero ni siquiera están en el tema, pasando sobre la moralidad y el ateísmo!"
Not Hope,Sarcasm,"Los guardias tiraron a los coreanos a los cubos, pero sí, ¿quién necesita informes creíbles? Bush informó que Saddam compró uranio de Niger. esto se basó en un informe falsificado de una fuente que la CIA dijo que no era creíble."
Not Hope,Sarcasm,"Si ella era francesa entonces ella era probablemente buen aspecto, y definitivamente no grasa, ya que las mujeres francesas gordas no existen. emoticonXClown"
Not Hope,Sarcasm,"Sí, bien Archie, veo lo que quieres decir con que un estudiante de segundo grado entiende tu argumento, pero fue escrito y presentado como si fuera un estudiante de segundo grado, después de todo, preguntas simples, sin respuestas, sólo insultos y berrinches."
Not Hope,Sarcasm,"Estimado Hipócrita, ¿Desea ser un póster competente y realmente responder a preguntas y peticiones? Si es así, por favor responda a mi solicitud (en el otro hilo) y estaré encantado de responder a sus preguntas."
Not Hope,Sarcasm,¿Cuántas bombillas se necesitan para atornillar en una bombilla? ponlo en cuenta y llámame por la mañana.
Not Hope,Sarcasm,"Hey, aquí una idea loca... ¿qué tal alguna evidencia para apoyar el creacionismo, Ray? todo está bien y bien encontrando la culpa con el paradigma, pero el 'fracaso' de la evolución para explicar lo que sea que estás divagando, no construye un caso para tu creencia. Así que vamos a verlo. evidencia para una tierra de 6000 años de antigüedad, hecha por Dios."
Not Hope,Sarcasm,"Tomo nota de la audacia, pero la razón para ello es tan inescrutable como la forma peculiar de lo que parece ser Inglés que se utiliza."
Not Hope,Sarcasm,"Espera así que ser intimidado está infringiendo sus derechos? bueno no duh pero si yo 'bucko' tiene que lidiar con él en una base diaria sólo por el hecho de que soy un poco diferente no me sorprende que alguien tiene que lidiar con ello por su sexualidad. y si ellos sólo se ocuparon del hecho de que eran gay, lo aceptó y se dio cuenta de que otras personas no son el final de todo y ser todo, que finalmente encontrarían personas que los aceptaron por lo que eran y que la escuela secundaria no era el mundo tal vez todavía estarían vivos."
Not Hope,Sarcasm,"Eso es agradable, pero ¿alguna vez has pensado en leer el Libro Santo de tu propia religión para que puedas discutir inteligentemente lo que dijeron Jesús y sus discípulos?"
Hope,Sarcasm,Sus mensajes leen como galimatías cuando usted no puede completar el pensamiento. Trate de ser más cuidadoso en el futuro.
Not Hope,Sarcasm,"Y tú eres el tipo que no puede tener problemas con el álgebra, diciéndoles a los chicos que han leído sobre cálculo que no entienden..."
Not Hope,Sarcasm,Una carga de lo que se repitió durante muchos años. La ciencia de la basura se encargó de obtener resultados que se desearon. Echa un vistazo a las tasas de cáncer de pulmón para los rastafarianos. Nada anormalmente alto. Puerta de mi culo.
Not Hope,Sarcasm,"Seguro Justine, al igual que todas esas parejas gays que esperaron hasta que su estado reconoció el matrimonio gay para atar el nudo en la televisión. Y luego una vez que los medios se cansaron de ello se ha reducido a un goteo en Massachusetts. . . El matrimonio como herramienta de cabilderos políticos no es demasiado sagrado OMI."
Not Hope,Sarcasm,"Bueno, si algún día tienes una respuesta real, siéntete libre de publicarla."
Not Hope,Sarcasm,"¿Y cómo es eso? ¿Su visión estereotipada se supone que representa ""verdad""?? LMAO. B**** (y quiero decir que ""amablemente"") Estoy casado. Durante 10 años. No acepto ""propuestas de sexo gay"", a menos que sea de mi marido. Y él no es ""blanco"". Tuve mis aventuras con todos ustedes.... y ustedes no tienen razón. Seguí adelante. Y aprendí a usar inglés ""correctamente"". Se recomienda un curso de inglés correctivo. Y nunca he vivido en Sodoma. Soy un Houstoniano."
Not Hope,Sarcasm,"Punto tomado, sin embargo, ya que le gusta infligir dicho dolor en sí mismo lo que puede hacer?Creo que le gusta.emoticonXHoho"
Not Hope,Sarcasm,"¿Por qué le temes a las armas? ¿Ha saltado uno y te ha disparado? Nunca debes temer a un arma, respetar el arma."
Not Hope,Sarcasm,"Sí, suprimir el comportamiento natural es siempre el camino a seguir. También deberíamos hacer que dejen de hacer caca."
Not Hope,Sarcasm,"Lo mismo podría decirse de ti... pequeño Jimmy está torturando pequeños animales, pero no te preocupes. él no está matando a nadie... < fin sarcasmo > la cita en cuestión. ""Quiero verlos como radicalmente entregando sus vidas por el evangelio. ya que están en Pakistán, en Israel, en Palistán, en todos esos lugares diferentes..."" se refiere a algunos focos de violencia bastante serios. no sólo *figurativamente* comprometiendo su vida a Dios, sino a gente matando en nombre de Dios. gente muriendo en nombre de Dios. además, ella explícitamente declara 'radicamente entregando sus vidas'. no *figurativamente* entregando sus vidas. Ella eligió una palabra que indica elevación de la acción. Francamente, me sorprende que no parezcas tener ninguna preocupación por su declaración."
Hope,Sarcasm,"Al enviar un tributo a MÍ, por supuesto. Grandes y pequeñas denominaciones serán muy apreciadas."
Not Hope,Sarcasm,"Y con tu actitud actual y las que te gustan, perderás de nuevo.........hola me encanta............seguiré con el buen trabajo......no creo que pueda tener el odio por alguien que tienes, pero si lo hiciera definitivamente me mudaría a un lugar como Canadá o Cuba donde la mayoría está de acuerdo con mis creencias......eso es sólo yo............."
Not Hope,Sarcasm,¿Olvidaste la otra parte de la analogía?
Hope,Sarcasm,"La IDEA no es un montón de toros, pero nuestra implementación de la misma deja mucho que desear. Lástima que Jefferson no fuera inmortal!!!"
Not Hope,Sarcasm,"Hola Archie! ¿Cómo va la comprobación de los hechos? Lo mismo de siempre? Mira la historia de publicación de Cash. Deberías reconocerlo, es similar a la tuya. Incluso lo esbocé arriba para ti. Oh, así que no insultó a Pandion en este caso específico, así que me equivoqué al decir que su repertorio habitual consiste en insultar a los que no están de acuerdo con él? No, no creo que esa sea la forma en que funciona."
Not Hope,Sarcasm,"¿Por qué crees que un concepto tan absurdo. corporaciones no emiten un voto en una elección ¿no? ¿por qué no? ¿Tiene una mente propia una corporación que puede mirar a sus intereses en sus intentos de influir en la legislación? no, permite a los individuos superar las leyes de finanzas y ejercer mayor influencia de lo que normalmente se permite para un individuo. ¿debería su coche tener derechos? usted paga un impuesto por ello. ¿qué pasa con su casa? pagar un impuesto por eso también cada año."
Not Hope,Sarcasm,"Cariño, si cada persona gay fuera tan rica como Mary Cheney, podríamos reírnos hasta el banco e ignorar el prejuicio en la sociedad como ella lo hace. De hecho, probablemente seríamos los queridos del Partido Republicano. Desafortunadamente para tu ilusión, los gays no son más o menos ricos en promedio que cualquier otra persona."
Not Hope,Sarcasm,Ya veo. Entonces lo que usted afirma es que los creacionistas son los que deben definir el vocabulario que deben usar los biólogos evolutivos. ¿Estaría bien que los ateos definieran el vocabulario del cristianismo?
Not Hope,Sarcasm,"'ellos van a venir con cientos, a veces incluso miles de productos relacionados con la homosexualidad [y la promoción de] la agenda de la comunidad homosexual,' dijo nítidamente agape publicación cristiana.' Yo sería fascinado, y probablemente muy divertido, para ver qué productos piensan que están promoviendo la agenda homosexual. probablemente sería un maravilloso vistazo dentro de sus mentes pequeñas bastante retorcidas. Quiero decir, ¿de qué están hablando? astroglide? boxeadores de seda? helechos en macetas? la mente se tambalea ante lo que podrían tener miedo aquí. oh noes! mi hijo acaba de ver una cinta de teletubbies en ese estante, ahora va a atrapar la gayness!!"
Not Hope,Sarcasm,Déjame ayudarte con eso. ¡EmoticonXAngel Ella es conservadora! ¡Apuesto a que su próximo debate con Biden recibirá mucha más atención que McCain/Obama lo hizo! ¡Seguro que estaré mirando! Se dice que el moderador es un amante de Obama. Me sorprende que muchos consideren que es tan importante cómo uno se comporta en estos concursos de personalidad ingeniosos y rápidos. Sólo porque una persona está ligeramente fuera de la marca en ingenio no significa que no sería un buen líder - capaz de tomar decisiones políticas sólidas.
Not Hope,Sarcasm,"Entonces, ¿qué tiene que ver esto con el tema? El alcohol es legal, la marihuana no lo es, pero ambas sirven al mismo propósito (se drogan), así que ¿por qué uno debería ser ilegal y el otro no?"
Hope,Sarcasm,Estoy literalmente aquí intercambiando huevos por patatas Día 1 en nuestra nueva sociedad distópica va bien #coronavirusUK #coronavirus
Not Hope,Sarcasm,"¡Hablar del Diablo! Y, hablando del discurso de odio y los insultos, OS es el maestro supremo."
Not Hope,Sarcasm,Parece que tu nivel de litio ha bajado un poco y ha aumentado tu paranoia. Aquí tienes un poco de información sobre el Papa:
Not Hope,Sarcasm,"¿Cómo no pueden simplemente amarnos en Irak? ¡Todo es solo melocotones y crema! no te preocupes, sé feliz.emoticonxkill <snip> http://www.msnbc.msn.com/id/10681158/"
Not Hope,Sarcasm,Sólo un presidente tan fuerte y decisivo como @realDonaldTrump obligaría a la FDA a aceptar una droga incluso antes de que los resultados de los ensayos clínicos estén en. No hay necesidad de esperar a tales formalidades tontas - la gente ha estado tomando la droga durante años y la mayoría todavía están vivos y bien! #OkToTry #Gotrump https://t.co/IdxTJ7kucp
Not Hope,Sarcasm,"Oh, así que los dueños de negocios no hacen contribuciones 'reales' a la sociedad? whoa boy, lento allí. No dije que las oficinas del gobierno deben ser pasadas abajo. ¿Qué vas a hacer... hacer ilegal la herencia? no leíste mi respuesta obviamente. sólo porque la gente tiene dinero no significa que tienen que compartirlo. el gobierno no tiene el derecho de quitar el dinero de los ricos y dárselo a los pobres. ¿Y qué si los ricos no dan dinero a los pobres! es su elección. Dios nos dice que demos dinero a los pobres, pero también nos dio un libre albedrío. no es la responsabilidad de los gobiernos ayudar a los pobres, es la responsabilidad de la iglesia."
Not Hope,Sarcasm,"¿Te refieres a los descontentos criados? ¡Oh Noes! ¿Quiénes somos los ""nosotros"" que podemos hacerlo de nuevo, y con cuyo ejército te prestas para hacerlo? el actual grupo de delincuentes obesos ya están luchando para hacer frente a sus deberes actuales."
Hope,Sarcasm,Algunas personas sólo necesitan matar - que suena simplemente fantástico!
Hope,Sarcasm,Tal vez la próxima vez deberías intentar refutar mi argumento.
Not Hope,Sarcasm,pensando en cómo nadie está obsesionado conmigo.
Not Hope,Sarcasm,"OMG SO VERDADERO!!! Dos de mis amigos eligieron ser asiáticos, mi mamá eligió ser una mujer, y mi profesor de PE eligió ser negro. OMGZZ@! TUYO CORRECTO!!!"
Not Hope,Sarcasm,"¿Hay algo que usted trata de lograr con eso? usted está tratando de decir que todos los que son cristianos son ilógicos, lo que me parece simplemente tonto. ¿no es usted consciente de las grandes mentes que proclamaron su creencia en Dios? además, ¿es esa la imagen que usted quiere retratar para usted? ¡Qué gran persona que calumnia de las religiones. el gran ateo mismo! ¿podría explicar por qué usted piensa eso?"
Not Hope,Sarcasm,"¿Quién es el mentiroso? Es la persona que niega que Jesús es el Cristo. Tal persona es un anticristo. 1 Juan 2:22 Eso sería usted y aquellos como usted. Arrepiéntanse, paganos!"
Not Hope,Sarcasm,"¿Y si el estado decide mantener el aborto legal? ¿Entonces no te importa si estos ""regalos de Dios"" tienen una oportunidad o no?"
Not Hope,Sarcasm,"Arrepiéntete, tú que niegas a Cristo, gay que golpea a los paganos radicales... bueno, ya vas a terminar en el Pit."
Not Hope,Sarcasm,El verdadero materialismo dialéctico está de acuerdo con el derecho a sumergirse en el centro.
Not Hope,Sarcasm,"Me encanta cuando los cristianos dicen esto... pagar quién, por qué, ¿de quién pecado? si él es dios, nadie tenía que morir por nada. él podía parpadear sus ojos y todo sería como él quería!"
Hope,Sarcasm,Nombrando a mi hijo onickolas en honor a mi amor por @NICKIMINAJ
